County (copy),FACILITY NAME,Facility Id,COUNTY,TODAY POSITIVE RESIDENTS,CUMULATIVE POSITIVE RESIDENTS,COVID-RELATED RESIDENT DEATHS,TODAY POSITIVE HCW,CUMULATIVE POSITIVE HCW,COVID-RELATED HCW DEATHS,Record,Record (copy)
Los Angeles,CALIFORNIA POST ACUTE,970000131,LOS ANGELES,0,25,<11,0,23,0,1,1
Los Angeles,CALIFORNIA POST-ACUTE CARE,940000074,LOS ANGELES,0,50,<11,0,25,0,1,1
Los Angeles,CAMELLIA GARDENS CARE CENTER,970000163,LOS ANGELES,0,<11,<11,0,12,<11,1,1
Los Angeles,CANYON OAKS NURSING AND REHABILITATION CENTER,920000083,LOS ANGELES,<11,<11,<11,0,<11,0,1,1
Los Angeles,CASA BONITA CONVALESCENT HOSPITAL,950000052,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,CASITAS CARE CENTER,920000090,LOS ANGELES,12,56,<11,0,38,0,1,1
Los Angeles,CATERED MANOR NURSING CENTER,940000031,LOS ANGELES,0,24,11,0,27,0,1,1
Los Angeles,CENTINELA SKILLED NURSING & WELLNESS CENTRE,910000005,LOS ANGELES,0,24,<11,0,18,0,1,1
Los Angeles,"CENTURY VILLA, INC.",910000065,LOS ANGELES,0,66,11,0,39,0,1,1
Los Angeles,CHANDLER CONVALESCENT HOSPITAL,920000014,LOS ANGELES,0,26,<11,0,15,<11,1,1
Los Angeles,CHATSWORTH PARK HEALTH CARE CENTER,920000084,LOS ANGELES,0,34,<11,0,32,0,1,1
Los Angeles,CHINO VALLEY HEALTH CARE CENTER,950000033,LOS ANGELES,0,60,14,0,19,0,1,1
Los Angeles,CLARA BALDWIN STOCKER HOME,950000088,LOS ANGELES,0,13,<11,0,16,0,1,1
Los Angeles,CLAREMONT CARE CENTER,950000002,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,CLAREMONT MANOR CARE CENTER,950000053,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,CLEAR VIEW CONVALESCENT CENTER,910000024,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,CLEAR VIEW SANITARIUM,910000025,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,COAST CARE CONVALESCENT CENTER,950000047,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,COLLEGE VISTA POST-ACUTE,970000089,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,COLONIAL CARE CENTER,940000034,LOS ANGELES,0,103,14,0,55,0,1,1
Los Angeles,COLONIAL GARDENS NURSING HOME,940000033,LOS ANGELES,0,78,<11,0,31,<11,1,1
Los Angeles,COMMUNITY CARE CENTER,950000022,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,COUNTRY MANOR HEALTHCARE,920000005,LOS ANGELES,0,66,13,0,30,0,1,1
Los Angeles,COUNTRY OAKS CARE CENTER,950000040,LOS ANGELES,<11,<11,0,0,12,0,1,1
Los Angeles,COUNTRY VILLA BAY VISTA HEALTHCARE CENTER,940000004,LOS ANGELES,0,19,0,0,14,0,1,1
Los Angeles,COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER,940000053,LOS ANGELES,0,<11,<11,0,15,0,1,1
Los Angeles,COUNTRY VILLA CLAREMONT HEALTHCARE CENTER,950000042,LOS ANGELES,0,<11,0,0,13,0,1,1
Los Angeles,COUNTRY VILLA EAST NURSING CENTER,970000035,LOS ANGELES,0,100,18,0,19,0,1,1
Los Angeles,COUNTRY VILLA LOS FELIZ NURSING CENTER,970000083,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,COUNTRY VILLA MAR VISTA NURSING CENTER,910000058,LOS ANGELES,0,<11,<11,0,11,0,1,1
Los Angeles,COUNTRY VILLA NORTH CONVALESCENT CENTER,910000332,LOS ANGELES,0,<11,<11,0,14,0,1,1
Los Angeles,COUNTRY VILLA PAVILION NURSING CENTER,910000318,LOS ANGELES,16,77,12,0,25,<11,1,1
Los Angeles,COUNTRY VILLA REHABILITATION CENTER,970000137,LOS ANGELES,<11,37,<11,0,28,0,1,1
Los Angeles,COUNTRY VILLA SHERATON NURSING AND REHAB. CENTER,920000089,LOS ANGELES,0,59,22,0,25,<11,1,1
Los Angeles,COUNTRY VILLA SOUTH CONVALESCENT CENTER,910000027,LOS ANGELES,34,171,20,0,17,0,1,1
Los Angeles,COUNTRY VILLA TERRACE NURSING CENTER,910000316,LOS ANGELES,0,<11,0,0,31,<11,1,1
Los Angeles,COUNTRY VILLA WESTWOOD CONVALESCENT CENTER,910000028,LOS ANGELES,18,35,0,0,31,0,1,1
Los Angeles,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,910000326,LOS ANGELES,0,<11,<11,0,11,0,1,1
Los Angeles,COURTYARD CARE CENTER,940000098,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,COVINA REHABILITATION CENTER,950000014,LOS ANGELES,0,19,<11,0,23,0,1,1
Los Angeles,CRENSHAW NURSING HOME,910000314,LOS ANGELES,<11,<11,0,<11,<11,0,1,1
Los Angeles,CULVER WEST HEALTH CENTER,910000032,LOS ANGELES,0,41,<11,0,20,0,1,1
Los Angeles,DEL AMO GARDENS CARE CENTER,910000033,LOS ANGELES,11,23,<11,0,12,0,1,1
Los Angeles,DEL MAR CONVALESCENT HOSPITAL,950000056,LOS ANGELES,0,<11,0,0,11,0,1,1
Los Angeles,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,170001860,LOS ANGELES,24,29,0,0,22,0,1,1
Los Angeles,"DESERT CANYON POST ACUTE, LLC",920000051,LOS ANGELES,0,0,<11,0,<11,0,1,1
Los Angeles,DOWNEY COMMUNITY HEALTH CENTER,940000057,LOS ANGELES,0,99,14,0,50,0,1,1
Los Angeles,DOWNEY POST ACUTE,940000017,LOS ANGELES,0,45,<11,0,25,0,1,1
Los Angeles,DREIER'S NURSING CARE CENTER,920000015,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,DRIFTWOOD HEALTHCARE CENTER,910000034,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,EAST LOS ANGELES DOCTORS HOSPITAL D/P SNF,930000685,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,EASTLAND SUBACUTE AND REHABILITATION CENTER,950000103,LOS ANGELES,<11,24,<11,0,25,0,1,1
Los Angeles,EDGEWATER SKILLED NURSING CENTER,940000043,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,EISENBERG VILLAGE,920000062,LOS ANGELES,0,21,<11,0,29,0,1,1
Los Angeles,EL ENCANTO HEALTHCARE AND HABILITATION CENTER,960001457,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,EL MONTE CONVALESCENT HOSPITAL,950000038,LOS ANGELES,<11,14,<11,0,13,0,1,1
Los Angeles,EL RANCHO VISTA HEALTH CARE CENTER,940000044,LOS ANGELES,<11,54,21,0,21,<11,1,1
Los Angeles,ELMCREST CARE CENTER,950000029,LOS ANGELES,0,44,12,0,18,<11,1,1
Los Angeles,EMANATE HEALTH HOSPICE,950000236,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,"EMANATE HEALTH INTER-COMMUNITY HOSPITAL, D/P SNF",930001498,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,EMERALD TERRACE CONVALESCENT HOSPITAL,970000129,LOS ANGELES,0,34,<11,0,14,<11,1,1
Los Angeles,ENCINO HOSPITAL MEDICAL CENTER,930000865,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,FIDELITY HEALTH CARE,950000006,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,FIRESIDE HEALTH CARE CENTER,910000038,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,"FLOWER VILLA, INC.",970000037,LOS ANGELES,0,20,<11,0,14,<11,1,1
Los Angeles,FOOTHILL HEIGHTS CARE CENTER,970000174,LOS ANGELES,0,19,<11,0,<11,0,1,1
Los Angeles,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,970000015,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",920000004,LOS ANGELES,0,101,16,0,59,<11,1,1
Los Angeles,GARDEN CREST REHABILITATION CENTER,970000062,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,GARDEN VIEW POST-ACUTE REHABILITATION,950000023,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,GARDENA CONVALESCENT CENTER,910000275,LOS ANGELES,0,38,<11,0,22,0,1,1
Los Angeles,GEM TRANSITIONAL CARE CENTER,970000068,LOS ANGELES,0,48,15,0,25,0,1,1
Los Angeles,GLADSTONE CARE AND REHABILITATION CENTER,950000001,LOS ANGELES,27,26,<11,0,25,0,1,1
Los Angeles,GLENDALE ADVENTIST MEDICAL CENTER D/P SNF,930000892,LOS ANGELES,<11,28,<11,0,<11,0,1,1
Los Angeles,GLENDALE HEALTHCARE CENTER,970000085,LOS ANGELES,0,11,<11,0,13,0,1,1
Los Angeles,GLENDALE POST ACUTE CENTER,920000020,LOS ANGELES,0,12,<11,0,<11,0,1,1
Los Angeles,GLENDORA CANYON TRANSITIONAL CARE UNIT,950000256,LOS ANGELES,30,37,<11,0,48,0,1,1
Los Angeles,"GLENDORA GRAND, INC.",950000009,LOS ANGELES,48,220,<11,0,80,0,1,1
Los Angeles,GLENHAVEN HEALTHCARE,920000304,LOS ANGELES,0,22,<11,0,17,0,1,1
Los Angeles,GLENOAKS CONV. HOSPITAL,920000017,LOS ANGELES,0,27,<11,0,<11,0,1,1
Los Angeles,GOLDEN LEGACY CARE CENTER,920000011,LOS ANGELES,0,<11,0,0,<11,<11,1,1
Los Angeles,GOLDEN STATE COLONIAL HEALTHCARE CENTER,920000073,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,910000043,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,GRANADA HILLS CONVALESCENT HOSPITAL,920000086,LOS ANGELES,0,<11,<11,0,<11,<11,1,1
Los Angeles,GRANADA POST ACUTE,940000076,LOS ANGELES,<11,60,15,0,24,0,1,1
Los Angeles,GRANCELL VILLAGE OF THE JEWISH HOMES FOR THE AGING,920000060,LOS ANGELES,0,<11,0,0,14,0,1,1
Los Angeles,GRAND PARK CONVALESCENT HOSPITAL,970000133,LOS ANGELES,<11,66,33,0,37,<11,1,1
Los Angeles,GRAND VALLEY HEALTH CARE CENTER,920000055,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,GREATER EL MONTE COMMUNITY HOSPITAL D/P SNF,930001562,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,GREEN ACRES HEALTHCARE CENTER,950000058,LOS ANGELES,0,<11,<11,0,17,0,1,1
Los Angeles,GREENFIELD CARE CENTER OF GARDENA,910000007,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,GREENFIELD CARE CENTER OF SOUTH GATE,940000078,LOS ANGELES,0,84,12,0,47,0,1,1
Los Angeles,GRIFFITH PARK HEALTHCARE CENTER,920000018,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,GUARDIAN REHABILITATION HOSPITAL,910000320,LOS ANGELES,<11,20,<11,0,19,0,1,1
Los Angeles,HARBOR POST ACUTE CARE CENTER,910000046,LOS ANGELES,<11,46,<11,0,21,0,1,1
Los Angeles,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",910000047,LOS ANGELES,0,32,<11,0,12,0,1,1
Los Angeles,HERITAGE MANOR,970000169,LOS ANGELES,0,<11,0,0,14,0,1,1
Los Angeles,HERITAGE REHABILITATION CENTER,910000048,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,HIGH VALLEY LODGE,920000026,LOS ANGELES,0,22,<11,0,<11,0,1,1
Los Angeles,HIGHLAND PARK SKILLED NURSING & WELLNESS CENTRE,970000117,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,HOLIDAY MANOR CARE CENTER,920000068,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,HOLLENBECK PALMS,970000156,LOS ANGELES,0,<11,0,0,14,0,1,1
Los Angeles,HOLLYWOOD PREMIER HEALTHCARE CENTER,970000039,LOS ANGELES,0,29,<11,0,<11,0,1,1
Los Angeles,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER D/P SNF,930000575,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,HUNTINGTON DRIVE HEALTH AND REHABILITATION CENTER,950000062,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,HUNTINGTON HEALTHCARE CENTER,970000115,LOS ANGELES,0,24,14,0,18,0,1,1
Los Angeles,HUNTINGTON PARK NURSING CENTER,940000073,LOS ANGELES,<11,<11,<11,0,20,0,1,1
Los Angeles,HUNTINGTON POST ACUTE,970000075,LOS ANGELES,0,64,11,0,24,0,1,1
Los Angeles,HYDE PARK HEALTHCARE CENTER,910000049,LOS ANGELES,0,13,<11,0,<11,0,1,1
Los Angeles,IMPERIAL CARE CENTER,920000078,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,IMPERIAL CREST HEALTH CARE CENTER,910000041,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,IMPERIAL HEALTHCARE CENTER,940000115,LOS ANGELES,0,54,<11,0,21,0,1,1
Los Angeles,INFINITY CARE OF EAST LOS ANGELES,970000070,LOS ANGELES,0,42,11,0,36,0,1,1
Los Angeles,INGLEWOOD HEALTH CARE CENTER,910000050,LOS ANGELES,0,44,14,0,19,0,1,1
Los Angeles,INLAND VALLEY CARE AND REHABILITATION CENTER,950000079,LOS ANGELES,0,<11,0,0,20,0,1,1
Los Angeles,INTERCOMMUNITY CARE CENTER,940000065,LOS ANGELES,0,97,<11,0,34,<11,1,1
Los Angeles,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,940000064,LOS ANGELES,0,0,0,0,11,0,1,1
Los Angeles,IVY CREEK HEALTHCARE & WELLNESS CENTRE,950000100,LOS ANGELES,<11,18,<11,0,15,0,1,1
Los Angeles,JOYCE EISENBERG KEEFER MEDICAL CENTER,630011499,LOS ANGELES,0,16,<11,0,22,0,1,1
Los Angeles,KEI-AI LOS ANGELES HEALTHCARE CENTER,970000111,LOS ANGELES,25,97,34,0,59,0,1,1
Los Angeles,KEI-AI SOUTH BAY HEALTHCARE CENTER,910000276,LOS ANGELES,0,61,14,0,42,0,1,1
Los Angeles,KENNEDY POST ACUTE CARE CENTER,910000324,LOS ANGELES,<11,22,<11,0,20,0,1,1
Los Angeles,KINGSLEY MANOR CARE CENTER,970000029,LOS ANGELES,0,19,<11,0,24,0,1,1
Los Angeles,LA BREA REHABILITATION CENTER,970000021,LOS ANGELES,<11,12,<11,0,20,0,1,1
Los Angeles,LA CRESCENTA HEALTHCARE CENTER,920000031,LOS ANGELES,0,19,<11,0,19,0,1,1
Los Angeles,LA HABRA CONVALESCENT HOSPITAL,60000117,LOS ANGELES,0,<11,0,0,14,0,1,1
Los Angeles,LA PAZ GEROPSYCHIATRIC CENTER,940000026,LOS ANGELES,0,<11,0,0,12,0,1,1
Los Angeles,LAKE BALBOA CARE CENTER,920000059,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,LAKEVIEW TERRACE,970000139,LOS ANGELES,0,37,<11,0,18,0,1,1
Los Angeles,LAKEWOOD HEALTHCARE CENTER,940000006,LOS ANGELES,0,105,<11,0,68,0,1,1
Los Angeles,LANDMARK MEDICAL CENTER,950000066,LOS ANGELES,0,33,0,0,23,0,1,1
Los Angeles,LAS FLORES CONVALESCENT HOSPITAL,910000053,LOS ANGELES,11,12,<11,0,14,0,1,1
Los Angeles,LAUREL PARK BEHAVIORAL HEALTH CENTER,950000068,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC",910000067,LOS ANGELES,0,<11,0,0,12,0,1,1
Los Angeles,LEGACY HEALTHCARE CENTER,970000186,LOS ANGELES,0,23,0,0,<11,0,1,1
Los Angeles,LEISURE GLEN POST ACUTE CARE CENTER,970000081,LOS ANGELES,<11,27,<11,0,22,0,1,1
Los Angeles,LIGHTHOUSE HEALTHCARE CENTER,940000050,LOS ANGELES,0,<11,<11,0,17,0,1,1
Los Angeles,LITTLE SISTERS OF THE POOR,910000054,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,LIVE OAK REHABILITATION CENTER,950000031,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,LOMITA POST-ACUTE CARE CENTER,910000055,LOS ANGELES,0,26,0,0,22,0,1,1
Los Angeles,LONG BEACH CARE CENTER,940000107,LOS ANGELES,0,63,13,0,35,<11,1,1
Los Angeles,LONG BEACH HEALTHCARE CENTER,940000056,LOS ANGELES,<11,35,<11,0,21,<11,1,1
Los Angeles,LONG BEACH POST ACUTE,940000101,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,LONGWOOD MANOR CONVALESCENT HOSPITAL,910000328,LOS ANGELES,0,12,<11,0,<11,0,1,1
Los Angeles,LOS ANGELES COMMUNITY HOSPITAL D/P SNF,930001558,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,LOS PALOS POST-ACUTE CARE CENTER,910000057,LOS ANGELES,0,41,<11,0,<11,0,1,1
Los Angeles,LOTUS CARE CENTER,910000035,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,LYNWOOD HEALTHCARE CENTER,940000036,LOS ANGELES,<11,42,14,0,30,0,1,1
Los Angeles,MACLAY HEALTHCARE CENTER,920000009,LOS ANGELES,0,63,13,0,67,0,1,1
Los Angeles,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,920000087,LOS ANGELES,0,31,<11,0,15,<11,1,1
Los Angeles,MANCHESTER MANOR CVLT HOSPITAL,970000064,LOS ANGELES,0,<11,0,0,0,0,1,1
Los Angeles,MAPLE HEALTHCARE CENTER,970000141,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,MARINA POINTE HEALTHCARE & SUBACUTE,910000059,LOS ANGELES,0,13,<11,0,15,0,1,1
Los Angeles,MARLORA POST ACUTE REHABILITATION HOSPITAL,940000072,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,MARYCREST MANOR,910000060,LOS ANGELES,0,0,0,0,0,0,1,1
Los Angeles,MAYFLOWER CARE CENTER,950000249,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,920000052,LOS ANGELES,0,22,<11,0,12,0,1,1
Los Angeles,MAYWOOD SKILLED NURSING & WELLNESS CENTRE,940000092,LOS ANGELES,<11,38,16,0,35,0,1,1
Los Angeles,MEADOWBROOK BEHAVIORAL HEALTH CENTER,910000061,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,MEMORIAL HOSPITAL OF GARDENA D/P SNF,930000904,LOS ANGELES,<11,<11,0,0,<11,0,1,1
Los Angeles,MESA GLEN CARE CENTER,950000032,LOS ANGELES,<11,33,<11,0,23,0,1,1
Los Angeles,MID-WILSHIRE HEALTH CARE CENTER,970000143,LOS ANGELES,0,39,14,0,14,0,1,1
Los Angeles,MIRADA HILLS REHABILITATION AND CONVALESCENT HOSP,940000001,LOS ANGELES,0,<11,<11,0,19,0,1,1
Los Angeles,MISSION CARE CENTER,950000050,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,MONROVIA GARDENS HEALTHCARE CENTER,950000048,LOS ANGELES,0,58,22,0,25,0,1,1
Los Angeles,MONROVIA POST ACUTE,950000073,LOS ANGELES,<11,30,<11,0,27,0,1,1
Los Angeles,MONTE VISTA GROVE HOMES,970000180,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,MONTE VISTA HEALTHCARE CENTER,950000011,LOS ANGELES,0,48,14,0,24,0,1,1
Los Angeles,MONTEBELLO CARE CENTER,940000109,LOS ANGELES,0,<11,<11,0,0,0,1,1
Los Angeles,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP.",970000109,LOS ANGELES,0,22,<11,0,11,0,1,1
Los Angeles,"MONTEREY HEALTHCARE & WELLNESS CENTRE, LP",950000076,LOS ANGELES,0,<11,0,0,11,0,1,1
Los Angeles,MONTEREY PARK CONVALESCENT HOSPITAL,970000182,LOS ANGELES,<11,15,<11,0,22,0,1,1
Los Angeles,MONTROSE HEALTHCARE CENTER,920000028,LOS ANGELES,0,36,12,0,23,0,1,1
Los Angeles,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,920000027,LOS ANGELES,<11,45,<11,0,21,0,1,1
Los Angeles,MOTION PICTURE & TELEVISION HOSPITAL D/P SNF,930000744,LOS ANGELES,0,17,<11,0,21,0,1,1
Los Angeles,MOUNT SAN ANTONIO GARDENS,950000078,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,MOUNTAIN VIEW CONVALESCENT HOSPITAL,920000007,LOS ANGELES,<11,37,16,0,32,0,1,1
Los Angeles,NEW VISTA NURSING AND REHABILITATION CENTER,920000025,LOS ANGELES,0,45,0,0,39,<11,1,1
Los Angeles,NEW VISTA POST-ACUTE CARE CENTER,910000019,LOS ANGELES,0,44,<11,0,22,0,1,1
Los Angeles,NORTH VALLEY NURSING CENTER,920000024,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,NORTH WALK VILLA CONVALESCENT HOSPITAL,940000048,LOS ANGELES,14,42,<11,0,28,0,1,1
Los Angeles,NORTHRIDGE CARE CENTER,920000063,LOS ANGELES,0,29,<11,0,15,<11,1,1
Los Angeles,NORWALK MEADOWS NURSING CENTER,940000063,LOS ANGELES,0,<11,<11,0,16,0,1,1
Los Angeles,NORWALK SKILLED NURSING & WELLNESS CENTRE,940000024,LOS ANGELES,0,65,<11,0,35,<11,1,1
Los Angeles,OAKPARK HEALTHCARE CENTER,920000029,LOS ANGELES,0,<11,<11,0,0,0,1,1
Los Angeles,OCEAN POINTE HEALTHCARE CENTER,910000006,LOS ANGELES,0,34,<11,0,13,0,1,1
Los Angeles,OLIVE VISTA BEHAVIORAL HEALTH CENTER,950000036,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,OLYMPIA CONVALESCENT HOSPITAL,970000145,LOS ANGELES,<11,68,22,0,34,0,1,1
Los Angeles,OSAGE HEALTHCARE & WELLNESS CENTRE,910000004,LOS ANGELES,0,25,11,0,<11,0,1,1
Los Angeles,PACIFIC CARE NURSING CENTER,940000089,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,PACIFIC PALMS HEALTHCARE,940000046,LOS ANGELES,0,17,<11,0,17,0,1,1
Los Angeles,PACIFIC POST - ACUTE,910000064,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,"PACIFIC VILLA, INC.",940000090,LOS ANGELES,0,52,<11,0,14,<11,1,1
Los Angeles,PACIFICA HOSPITAL OF THE VALLEY D/P SNF,930000611,LOS ANGELES,<11,15,<11,0,<11,0,1,1
Los Angeles,PALAZZO POST ACUTE,970000058,LOS ANGELES,0,32,0,0,14,<11,1,1
Los Angeles,PALOS VERDES HEALTH CARE CENTER,910000068,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,920000054,LOS ANGELES,0,75,15,0,42,0,1,1
Los Angeles,PARAMOUNT CONVALESCENT HOSPITAL,940000091,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,PARK AVENUE HEALTHCARE & WELLNESS CENTER,950000081,LOS ANGELES,27,26,0,0,14,0,1,1
Los Angeles,PARK REGENCY CARE CENTER,60000978,LOS ANGELES,24,23,<11,0,22,0,1,1
Los Angeles,PARKWEST HEALTHCARE CENTER,920000064,LOS ANGELES,0,33,12,0,26,0,1,1
Los Angeles,"PASADENA CARE CENTER, LLC",970000188,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,PASADENA GROVE HEALTH CENTER,970000161,LOS ANGELES,0,43,<11,0,28,0,1,1
Los Angeles,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,970000184,LOS ANGELES,0,11,<11,0,19,0,1,1
Los Angeles,PENN MAR THERAPEUTIC CENTER,950000083,LOS ANGELES,0,20,0,0,12,0,1,1
Los Angeles,PICO RIVERA HEALTHCARE CENTER,940000079,LOS ANGELES,<11,<11,<11,0,<11,0,1,1
Los Angeles,PILGRIM PLACE HEALTH SERVICES CENTER,950000084,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",950000057,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,PLAYA DEL REY CENTER,910000069,LOS ANGELES,0,<11,<11,0,18,0,1,1
Los Angeles,POMONA VISTA CARE CENTER,950000041,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,PRESBYTERIAN INTERCOMMUNITY HOSPITAL D/P SNF,930001577,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,PRIMROSE POST-ACUTE,910000022,LOS ANGELES,<11,33,<11,0,21,0,1,1
Los Angeles,PROVIDENCE HOLY CROSS MEDICAL CENTER D/P SNF,930000681,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY SUBACUTE CARE CENTER,930000436,LOS ANGELES,0,<11,<11,0,27,0,1,1
Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,930000773,LOS ANGELES,0,<11,<11,0,<11,0,1,1
Los Angeles,PROVIDENCE ST. ELIZABETH CARE CENTER,920000074,LOS ANGELES,0,0,0,0,16,0,1,1
Los Angeles,RAMONA NURSING & REHABILITATION CENTER,950000007,LOS ANGELES,<11,75,18,0,43,0,1,1
Los Angeles,REGENCY OAKS POST ACUTE CARE CENTER,940000023,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,RINALDI CONVALESCENT HOSPITAL,920000088,LOS ANGELES,<11,25,16,0,17,0,1,1
Los Angeles,RIO HONDO SUBACUTE & NURSING CENTER,940000094,LOS ANGELES,36,46,0,0,12,<11,1,1
Los Angeles,RIVIERA HEALTHCARE CENTER,940000095,LOS ANGELES,<11,88,12,0,29,0,1,1
Los Angeles,ROSE GARDEN HEALTHCARE CENTER,970000165,LOS ANGELES,0,33,<11,0,37,0,1,1
Los Angeles,ROSE VILLA HEALTHCARE CENTER,940000014,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,ROSECRANS CARE CENTER,910000003,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,ROYAL CARE SKILLED NURSING CENTER,940000096,LOS ANGELES,0,11,<11,0,16,0,1,1
Los Angeles,ROYAL CREST HEALTH CARE,950000046,LOS ANGELES,0,0,0,0,<11,0,1,1
Los Angeles,ROYAL GARDENS HEALTHCARE,950000104,LOS ANGELES,0,<11,0,0,13,0,1,1
Los Angeles,ROYAL OAKS MANOR - BRADBURY OAKS,950000260,LOS ANGELES,0,<11,0,0,<11,0,1,1
Los Angeles,ROYAL PALMS POST ACUTE,920000019,LOS ANGELES,<11,75,11,0,39,0,1,1
Los Angeles,ROYAL TERRACE HEALTH CARE,950000060,LOS ANGELES,<11,25,<11,0,15,0,1,1
Los Angeles,ROYAL VISTA CARE CENTER,950000019,LOS ANGELES,0,33,<11,0,21,<11,1,1
Los Angeles,ROYALWOOD CARE CENTER,910000071,LOS ANGELES,0,67,16,0,49,0,1,1
